timestamp,baroPressurePa,baroTemperatureK,baroAltitudeM,,n,timestamp,baroPressurePa
2396408,102782.9956,286.69,120.0520513,,7159,2396408,102782.9956
2396465,102781.9946,286.69,119.9701048,,7160,2396465,102781.9946
2396521,102781.9946,286.69,119.9701048,,7161,2396521,102781.9946
2396577,102781.0059,286.69,119.889157,,7162,2396577,102781.0059
2396633,102781.0059,286.69,119.889157,,7163,2396633,102781.0059
2396689,102785.9985,286.69,120.297887,,7164,2396689,102785.9985
2396746,102784.9976,286.69,120.2159424,,7165,2396746,102784.9976
2396802,102784.9976,286.69,120.2159424,,7166,2396802,102784.9976
2396858,102783.9966,286.69,120.1339972,,7167,2396858,102783.9966
2396914,102782.9956,286.69,120.0520513,,7168,2396914,102782.9956
2396970,102781.9946,286.69,119.9701048,,7169,2396970,102781.9946
2397027,102782.9956,286.69,120.0520513,,7170,2397027,102782.9956
2397083,102781.9946,286.69,119.9701048,,7171,2397083,102781.9946
2397139,102785.9985,286.69,120.297887,,7172,2397139,102785.9985
2397195,102782.9956,286.69,120.0520513,,7173,2397195,102782.9956
2397251,102782.9956,286.69,120.0520513,,7174,2397251,102782.9956
2397308,102783.9966,286.69,120.1339972,,7175,2397308,102783.9966
2397364,102786.9995,286.69,120.3798309,,7176,2397364,102786.9995
2397420,102783.9966,286.69,120.1339972,,7177,2397420,102783.9966
2397476,102781.0059,286.69,119.889157,,7178,2397476,102781.0059
2397532,102784.9976,286.69,120.2159424,,7179,2397532,102784.9976
2397589,102782.9956,286.69,120.0520513,,7180,2397589,102782.9956
2397645,102782.9956,286.69,120.0520513,,7181,2397645,102782.9956
2397701,102782.9956,286.69,120.0520513,,7182,2397701,102782.9956
2397757,102785.9985,286.69,120.297887,,7183,2397757,102785.9985
2397813,102781.0059,286.69,119.889157,,7184,2397813,102781.0059
2397869,102782.9956,286.69,120.0520513,,7185,2397869,102782.9956
2397926,102784.9976,286.69,120.2159424,,7186,2397926,102784.9976
2397982,102783.9966,286.69,120.1339972,,7187,2397982,102783.9966
2398038,102783.9966,286.69,120.1339972,,7188,2398038,102783.9966
2398094,102783.9966,286.69,120.1339972,,7189,2398094,102783.9966
2398151,102781.9946,286.69,119.9701048,,7190,2398151,102781.9946
2398207,102781.0059,286.69,119.889157,,7191,2398207,102781.0059
2398263,102781.9946,286.69,119.9701048,,7192,2398263,102781.9946
2398319,102783.9966,286.69,120.1339972,,7193,2398319,102783.9966
2398375,102782.9956,286.69,120.0520513,,7194,2398375,102782.9956
2398432,102782.9956,286.69,120.0520513,,7195,2398432,102782.9956
2398488,102781.9946,286.69,119.9701048,,7196,2398488,102781.9946
2398544,102783.9966,286.69,120.1339972,,7197,2398544,102783.9966
2398600,102784.9976,286.69,120.2159424,,7198,2398600,102784.9976
2398656,102783.9966,286.69,120.1339972,,7199,2398656,102783.9966
2398713,102783.9966,286.69,120.1339972,,7200,2398713,102783.9966
2398769,102782.9956,286.69,120.0520513,,7201,2398769,102782.9956
2398825,102782.9956,286.6799997,120.0478637,,7202,2398825,102782.9956
2398881,102781.9946,286.6799997,119.9659201,,7203,2398881,102781.9946
2398937,102782.9956,286.69,120.0520513,,7204,2398937,102782.9956
2398993,102784.9976,286.6799997,120.2117491,,7205,2398993,102784.9976
2399050,102782.9956,286.6799997,120.0478637,,7206,2399050,102782.9956
2399106,102781.9946,286.69,119.9701048,,7207,2399106,102781.9946
2399162,102781.0059,286.6799997,119.8849751,,7208,2399162,102781.0059
2399219,102784.9976,286.6799997,120.2117491,,7209,2399219,102784.9976
2399275,102784.9976,286.6799997,120.2117491,,7210,2399275,102784.9976
2399331,102783.9966,286.69,120.1339972,,7211,2399331,102783.9966
2399387,102782.9956,286.6799997,120.0478637,,7212,2399387,102782.9956
2399443,102784.9976,286.6799997,120.2117491,,7213,2399443,102784.9976
2399500,102780.0049,286.6799997,119.8030301,,7214,2399500,102780.0049
2399556,102784.9976,286.69,120.2159424,,7215,2399556,102784.9976
2399612,102783.9966,286.69,120.1339972,,7216,2399612,102783.9966
2399668,102782.9956,286.69,120.0520513,,7217,2399668,102782.9956
2399724,102781.9946,286.6799997,119.9659201,,7218,2399724,102781.9946
2399781,102783.9966,286.6799997,120.1298067,,7219,2399781,102783.9966
2399837,102783.9966,286.6799997,120.1298067,,7220,2399837,102783.9966
2399893,102785.9985,286.69,120.297887,,7221,2399893,102785.9985
2399949,102783.9966,286.69,120.1339972,,7222,2399949,102783.9966
2400005,102781.9946,286.6799997,119.9659201,,7223,2400005,102781.9946
2400062,102782.9956,286.6799997,120.0478637,,7224,2400062,102782.9956
2400118,102783.9966,286.6799997,120.1298067,,7225,2400118,102783.9966
2400174,102783.9966,286.6799997,120.1298067,,7226,2400174,102783.9966
2400230,102789.0015,286.6799997,120.5395121,,7227,2400230,102789.0015
2400287,102784.9976,286.6799997,120.2117491,,7228,2400287,102784.9976
2400343,102785.9985,286.6799997,120.2936908,,7229,2400343,102785.9985
2400399,102781.9946,286.6799997,119.9659201,,7230,2400399,102781.9946
2400455,102784.9976,286.6799997,120.2117491,,7231,2400455,102784.9976
2400511,102785.9985,286.6799997,120.2936908,,7232,2400511,102785.9985
2400568,102786.9995,286.6799997,120.3756319,,7233,2400568,102786.9995
2400624,102782.9956,286.69,120.0520513,,7234,2400624,102782.9956
2400680,102782.9956,286.6799997,120.0478637,,7235,2400680,102782.9956
2400736,102782.9956,286.6799997,120.0478637,,7236,2400736,102782.9956
2400792,102784.9976,286.6799997,120.2117491,,7237,2400792,102784.9976
2400848,102781.0059,286.6799997,119.8849751,,7238,2400848,102781.0059
2400905,102785.9985,286.6799997,120.2936908,,7239,2400905,102785.9985
2400961,102784.9976,286.6799997,120.2117491,,7240,2400961,102784.9976
2401017,102784.9976,286.6799997,120.2117491,,7241,2401017,102784.9976
2401073,102785.9985,286.6799997,120.2936908,,7242,2401073,102785.9985
2401130,102782.9956,286.6799997,120.0478637,,7243,2401130,102782.9956
2401186,102786.9995,286.6799997,120.3756319,,7244,2401186,102786.9995
2401242,102784.9976,286.6799997,120.2117491,,7245,2401242,102784.9976
2401298,102785.9985,286.6799997,120.2936908,,7246,2401298,102785.9985
2401354,102781.9946,286.6799997,119.9659201,,7247,2401354,102781.9946
2401411,102783.9966,286.6799997,120.1298067,,7248,2401411,102783.9966
2401467,102783.9966,286.6799997,120.1298067,,7249,2401467,102783.9966
2401523,102783.9966,286.6799997,120.1298067,,7250,2401523,102783.9966
2401579,102786.9995,286.6799997,120.3756319,,7251,2401579,102786.9995
2401635,102784.9976,286.6799997,120.2117491,,7252,2401635,102784.9976
2401692,102785.9985,286.6799997,120.2936908,,7253,2401692,102785.9985
2401748,102785.9985,286.6799997,120.2936908,,7254,2401748,102785.9985
2401804,102786.9995,286.6799997,120.3756319,,7255,2401804,102786.9995
2401860,102782.9956,286.6799997,120.0478637,,7256,2401860,102782.9956
2401916,102781.9946,286.6799997,119.9659201,,7257,2401916,102781.9946
2401973,102783.9966,286.6799997,120.1298067,,7258,2401973,102783.9966
2402029,102781.9946,286.6799997,119.9659201,,7259,2402029,102781.9946
2402085,102784.9976,286.6799997,120.2117491,,7260,2402085,102784.9976
2402141,102788.0005,286.6799997,120.4575723,,7261,2402141,102788.0005
2402198,102783.9966,286.6799997,120.1298067,,7262,2402198,102783.9966
2402254,102783.9966,286.6799997,120.1298067,,7263,2402254,102783.9966
2402310,102782.9956,286.6799997,120.0478637,,7264,2402310,102782.9956
2402366,102781.0059,286.6799997,119.8849751,,7265,2402366,102781.0059
2402422,102782.9956,286.6799997,120.0478637,,7266,2402422,102782.9956
2402479,102783.9966,286.6799997,120.1298067,,7267,2402479,102783.9966
2402535,102782.9956,286.6799997,120.0478637,,7268,2402535,102782.9956
2402591,102783.9966,286.6799997,120.1298067,,7269,2402591,102783.9966
2402647,102784.9976,286.6799997,120.2117491,,7270,2402647,102784.9976
2402703,102782.9956,286.6799997,120.0478637,,7271,2402703,102782.9956
2402760,102781.9946,286.6799997,119.9659201,,7272,2402760,102781.9946
2402816,102784.9976,286.6799997,120.2117491,,7273,2402816,102784.9976
2402872,102781.9946,286.6799997,119.9659201,,7274,2402872,102781.9946
2402928,102783.9966,286.6799997,120.1298067,,7275,2402928,102783.9966
2402984,102783.9966,286.6799997,120.1298067,,7276,2402984,102783.9966
2403040,102783.9966,286.6799997,120.1298067,,7277,2403040,102783.9966
2403097,102782.9956,286.6799997,120.0478637,,7278,2403097,102782.9956
2403153,102783.9966,286.6799997,120.1298067,,7279,2403153,102783.9966
2403209,102783.9966,286.6799997,120.1298067,,7280,2403209,102783.9966
2403266,102784.9976,286.6799997,120.2117491,,7281,2403266,102784.9976
2403322,102782.9956,286.6799997,120.0478637,,7282,2403322,102782.9956
2403378,102783.9966,286.6799997,120.1298067,,7283,2403378,102783.9966
2403434,102781.9946,286.6799997,119.9659201,,7284,2403434,102781.9946
2403490,102783.9966,286.6799997,120.1298067,,7285,2403490,102783.9966
2403547,102783.9966,286.6799997,120.1298067,,7286,2403547,102783.9966
2403603,102781.9946,286.6799997,119.9659201,,7287,2403603,102781.9946
2403659,102786.9995,286.6799997,120.3756319,,7288,2403659,102786.9995
2403715,102782.9956,286.6799997,120.0478637,,7289,2403715,102782.9956
2403771,102782.9956,286.6799997,120.0478637,,7290,2403771,102782.9956
2403828,102781.9946,286.6700005,119.9617357,,7291,2403828,102781.9946
2403884,102783.9966,286.6799997,120.1298067,,7292,2403884,102783.9966
2403940,102782.9956,286.6799997,120.0478637,,7293,2403940,102782.9956
2403996,102780.0049,286.6700005,119.7988515,,7294,2403996,102780.0049
2404052,102782.9956,286.6700005,120.0436765,,7295,2404052,102782.9956
2404109,102781.9946,286.6700005,119.9617357,,7296,2404109,102781.9946
2404165,102783.9966,286.6700005,120.1256166,,7297,2404165,102783.9966
2404221,102782.9956,286.6700005,120.0436765,,7298,2404221,102782.9956
2404277,102786.9995,286.6799997,120.3756319,,7299,2404277,102786.9995
2404333,102781.9946,286.6700005,119.9617357,,7300,2404333,102781.9946
2404390,102783.9966,286.6799997,120.1298067,,7301,2404390,102783.9966
2404446,102782.9956,286.6700005,120.0436765,,7302,2404446,102782.9956
2404502,102781.9946,286.6799997,119.9659201,,7303,2404502,102781.9946
2404558,102782.9956,286.6700005,120.0436765,,7304,2404558,102782.9956
2404614,102784.9976,286.6799997,120.2117491,,7305,2404614,102784.9976
2404670,102785.9985,286.6700005,120.289495,,7306,2404670,102785.9985
2404727,102780.0049,286.6700005,119.7988515,,7307,2404727,102780.0049
2404783,102781.0059,286.6700005,119.8807935,,7308,2404783,102781.0059
2404839,102780.0049,286.6700005,119.7988515,,7309,2404839,102780.0049
2404895,102783.9966,286.6700005,120.1256166,,7310,2404895,102783.9966
2404951,102783.9966,286.6700005,120.1256166,,7311,2404951,102783.9966
2405008,102786.9995,286.6700005,120.3714332,,7312,2405008,102786.9995
2405064,102781.9946,286.6700005,119.9617357,,7313,2405064,102781.9946
2405120,102782.9956,286.6700005,120.0436765,,7314,2405120,102782.9956
2405176,102782.9956,286.6700005,120.0436765,,7315,2405176,102782.9956
2405233,102781.9946,286.6700005,119.9617357,,7316,2405233,102781.9946
2405289,102781.9946,286.6700005,119.9617357,,7317,2405289,102781.9946
2405345,102783.9966,286.6700005,120.1256166,,7318,2405345,102783.9966
2405401,102783.9966,286.6700005,120.1256166,,7319,2405401,102783.9966
2405457,102783.9966,286.6700005,120.1256166,,7320,2405457,102783.9966
2405513,102782.9956,286.6700005,120.0436765,,7321,2405513,102782.9956
2405570,102784.9976,286.6799997,120.2117491,,7322,2405570,102784.9976
2405626,102786.9995,286.6700005,120.3714332,,7323,2405626,102786.9995
2405682,102784.9976,286.6700005,120.2075561,,7324,2405682,102784.9976
2405738,102781.9946,286.6700005,119.9617357,,7325,2405738,102781.9946
2405794,102783.9966,286.6700005,120.1256166,,7326,2405794,102783.9966
2405851,102781.9946,286.6700005,119.9617357,,7327,2405851,102781.9946
2405907,102781.9946,286.6700005,119.9617357,,7328,2405907,102781.9946
2405963,102785.9985,286.6700005,120.289495,,7329,2405963,102785.9985
2406019,102782.9956,286.6700005,120.0436765,,7330,2406019,102782.9956
2406075,102783.9966,286.6700005,120.1256166,,7331,2406075,102783.9966
2406132,102781.9946,286.6700005,119.9617357,,7332,2406132,102781.9946
2406188,102786.9995,286.6700005,120.3714332,,7333,2406188,102786.9995
2406244,102784.9976,286.6700005,120.2075561,,7334,2406244,102784.9976
2406300,102784.9976,286.6700005,120.2075561,,7335,2406300,102784.9976
2406357,102783.9966,286.6700005,120.1256166,,7336,2406357,102783.9966
2406413,102781.0059,286.6700005,119.8807935,,7337,2406413,102781.0059
2406469,102783.9966,286.6700005,120.1256166,,7338,2406469,102783.9966
2406525,102785.9985,286.6700005,120.289495,,7339,2406525,102785.9985
2406581,102783.9966,286.6700005,120.1256166,,7340,2406581,102783.9966
2406638,102784.9976,286.6700005,120.2075561,,7341,2406638,102784.9976
2406694,102781.9946,286.6700005,119.9617357,,7342,2406694,102781.9946
2406750,102782.9956,286.6700005,120.0436765,,7343,2406750,102782.9956
2406806,102783.9966,286.6700005,120.1256166,,7344,2406806,102783.9966
2406862,102783.9966,286.6700005,120.1256166,,7345,2406862,102783.9966
2406919,102781.0059,286.6700005,119.8807935,,7346,2406919,102781.0059
2406975,102781.0059,286.6700005,119.8807935,,7347,2406975,102781.0059
2407031,102785.9985,286.6700005,120.289495,,7348,2407031,102785.9985
2407087,102783.9966,286.6700005,120.1256166,,7349,2407087,102783.9966
2407143,102788.0005,286.6700005,120.4533708,,7350,2407143,102788.0005
2407200,102783.9966,286.6700005,120.1256166,,7351,2407200,102783.9966
2407256,102783.9966,286.6700005,120.1256166,,7352,2407256,102783.9966
2407312,102786.9995,286.6700005,120.3714332,,7353,2407312,102786.9995
2407369,102785.9985,286.6700005,120.289495,,7354,2407369,102785.9985
2407425,102783.9966,286.6700005,120.1256166,,7355,2407425,102783.9966
2407481,102783.9966,286.6600002,120.1214262,,7356,2407481,102783.9966
2407537,102781.9946,286.6600002,119.9575509,,7357,2407537,102781.9946
2407593,102784.9976,286.6600002,120.2033628,,7358,2407593,102784.9976
2407650,102784.9976,286.6700005,120.2075561,,7359,2407650,102784.9976
2407706,102782.9956,286.6700005,120.0436765,,7360,2407706,102782.9956
2407762,102781.9946,286.6700005,119.9617357,,7361,2407762,102781.9946
2407818,102786.9995,286.6700005,120.3714332,,7362,2407818,102786.9995
2407874,102781.0059,286.6600002,119.8766116,,7363,2407874,102781.0059
2407930,102783.9966,286.6600002,120.1214262,,7364,2407930,102783.9966
2407987,102783.9966,286.6600002,120.1214262,,7365,2407987,102783.9966
2408043,102782.9956,286.6600002,120.0394889,,7366,2408043,102782.9956
2408099,102783.9966,286.6600002,120.1214262,,7367,2408099,102783.9966
2408155,102783.9966,286.6600002,120.1214262,,7368,2408155,102783.9966
2408211,102782.9956,286.6600002,120.0394889,,7369,2408211,102782.9956
2408268,102784.9976,286.6600002,120.2033628,,7370,2408268,102784.9976
2408324,102781.9946,286.6600002,119.9575509,,7371,2408324,102781.9946
2408380,102784.9976,286.6600002,120.2033628,,7372,2408380,102784.9976
2408436,102782.9956,286.6600002,120.0394889,,7373,2408436,102782.9956
2408493,102784.9976,286.6600002,120.2033628,,7374,2408493,102784.9976
2408549,102784.9976,286.6600002,120.2033628,,7375,2408549,102784.9976
2408605,102785.9985,286.6600002,120.2852988,,7376,2408605,102785.9985
2408661,102783.9966,286.6700005,120.1256166,,7377,2408661,102783.9966
2408717,102783.9966,286.6600002,120.1214262,,7378,2408717,102783.9966
2408774,102784.9976,286.6600002,120.2033628,,7379,2408774,102784.9976
2408830,102782.9956,286.6600002,120.0394889,,7380,2408830,102782.9956
2408886,102784.9976,286.6600002,120.2033628,,7381,2408886,102784.9976
2408942,102784.9976,286.6600002,120.2033628,,7382,2408942,102784.9976
2408998,102784.9976,286.6600002,120.2033628,,7383,2408998,102784.9976
2409055,102780.0049,286.6600002,119.7946724,,7384,2409055,102780.0049
2409111,102783.9966,286.6600002,120.1214262,,7385,2409111,102783.9966
2409167,102781.0059,286.6600002,119.8766116,,7386,2409167,102781.0059
2409223,102784.9976,286.6600002,120.2033628,,7387,2409223,102784.9976
2409279,102784.9976,286.6600002,120.2033628,,7388,2409279,102784.9976
2409336,102781.9946,286.6600002,119.9575509,,7389,2409336,102781.9946
2409392,102783.9966,286.6600002,120.1214262,,7390,2409392,102783.9966
2409448,102784.9976,286.6600002,120.2033628,,7391,2409448,102784.9976
2409504,102784.9976,286.6600002,120.2033628,,7392,2409504,102784.9976
2409561,102783.9966,286.6600002,120.1214262,,7393,2409561,102783.9966
2409617,102782.9956,286.6600002,120.0394889,,7394,2409617,102782.9956
2409673,102781.9946,286.6600002,119.9575509,,7395,2409673,102781.9946
2409729,102782.9956,286.6600002,120.0394889,,7396,2409729,102782.9956
2409785,102785.9985,286.6600002,120.2852988,,7397,2409785,102785.9985
2409842,102782.9956,286.6600002,120.0394889,,7398,2409842,102782.9956
2409898,102782.9956,286.6600002,120.0394889,,7399,2409898,102782.9956
2409954,102781.0059,286.6600002,119.8766116,,7400,2409954,102781.0059
2410010,102788.0005,286.6600002,120.4491689,,7401,2410010,102788.0005
2410066,102785.9985,286.6600002,120.2852988,,7402,2410066,102785.9985
2410123,102781.0059,286.6600002,119.8766116,,7403,2410123,102781.0059
2410179,102783.9966,286.6600002,120.1214262,,7404,2410179,102783.9966
2410235,102784.9976,286.6600002,120.2033628,,7405,2410235,102784.9976
2410291,102784.9976,286.6600002,120.2033628,,7406,2410291,102784.9976
2410348,102786.9995,286.6600002,120.3672342,,7407,2410348,102786.9995
2410404,102783.9966,286.6600002,120.1214262,,7408,2410404,102783.9966
2410460,102781.0059,286.6600002,119.8766116,,7409,2410460,102781.0059
2410516,102782.9956,286.6600002,120.0394889,,7410,2410516,102782.9956
2410572,102782.9956,286.6600002,120.0394889,,7411,2410572,102782.9956
2410629,102783.9966,286.6600002,120.1214262,,7412,2410629,102783.9966
2410685,102781.9946,286.6600002,119.9575509,,7413,2410685,102781.9946
2410741,102782.9956,286.6600002,120.0394889,,7414,2410741,102782.9956
2410797,102782.9956,286.6600002,120.0394889,,7415,2410797,102782.9956
2410853,102781.9946,286.65,119.9533662,,7416,2410853,102781.9946
2410910,102785.9985,286.6600002,120.2852988,,7417,2410910,102785.9985
2410966,102783.9966,286.6600002,120.1214262,,7418,2410966,102783.9966
2411022,102784.9976,286.6600002,120.2033628,,7419,2411022,102784.9976
2411078,102784.9976,286.6600002,120.2033628,,7420,2411078,102784.9976
2411134,102781.9946,286.6600002,119.9575509,,7421,2411134,102781.9946
2411191,102783.9966,286.6600002,120.1214262,,7422,2411191,102783.9966
2411247,102784.9976,286.6600002,120.2033628,,7423,2411247,102784.9976
2411303,102784.9976,286.6600002,120.2033628,,7424,2411303,102784.9976
2411359,102781.0059,286.6600002,119.8766116,,7425,2411359,102781.0059
2411415,102781.9946,286.6600002,119.9575509,,7426,2411415,102781.9946
2411472,102785.9985,286.6600002,120.2852988,,7427,2411472,102785.9985
2411528,102788.0005,286.65,120.4449669,,7428,2411528,102788.0005
2411584,102783.9966,286.6600002,120.1214262,,7429,2411584,102783.9966
2411640,102786.9995,286.6600002,120.3672342,,7430,2411640,102786.9995
2411696,102781.9946,286.6600002,119.9575509,,7431,2411696,102781.9946
2411753,102783.9966,286.6600002,120.1214262,,7432,2411753,102783.9966
2411809,102781.9946,286.6600002,119.9575509,,7433,2411809,102781.9946
2411865,102782.9956,286.65,120.0353013,,7434,2411865,102782.9956
2411921,102780.0049,286.6600002,119.7946724,,7435,2411921,102780.0049
2411977,102783.9966,286.65,120.1172357,,7436,2411977,102783.9966
2412034,102784.9976,286.6600002,120.2033628,,7437,2412034,102784.9976
2412090,102783.9966,286.6600002,120.1214262,,7438,2412090,102783.9966
2412146,102781.9946,286.6600002,119.9575509,,7439,2412146,102781.9946
2412202,102783.9966,286.65,120.1172357,,7440,2412202,102783.9966
2412258,102782.9956,286.65,120.0353013,,7441,2412258,102782.9956
2412314,102784.9976,286.6600002,120.2033628,,7442,2412314,102784.9976
2412371,102783.9966,286.65,120.1172357,,7443,2412371,102783.9966
2412427,102783.9966,286.65,120.1172357,,7444,2412427,102783.9966
2412483,102781.0059,286.65,119.8724297,,7445,2412483,102781.0059
2412539,102782.9956,286.65,120.0353013,,7446,2412539,102782.9956
2412596,102781.9946,286.65,119.9533662,,7447,2412596,102781.9946
2412652,102780.0049,286.65,119.7904933,,7448,2412652,102780.0049
2412708,102781.9946,286.65,119.9533662,,7449,2412708,102781.9946
2412764,102783.9966,286.65,120.1172357,,7450,2412764,102783.9966
2412821,102783.9966,286.65,120.1172357,,7451,2412821,102783.9966
2412877,102782.9956,286.65,120.0353013,,7452,2412877,102782.9956
2412933,102784.9976,286.65,120.1991695,,7453,2412933,102784.9976
2412989,102781.0059,286.65,119.8724297,,7454,2412989,102781.0059
2413045,102784.9976,286.65,120.1991695,,7455,2413045,102784.9976
2413101,102781.9946,286.65,119.9533662,,7456,2413101,102781.9946
2413158,102781.0059,286.65,119.8724297,,7457,2413158,102781.0059
2413214,102782.9956,286.65,120.0353013,,7458,2413214,102782.9956
2413270,102785.9985,286.65,120.2811026,,7459,2413270,102785.9985
2413326,102783.9966,286.65,120.1172357,,7460,2413326,102783.9966
2413382,102784.9976,286.65,120.1991695,,7461,2413382,102784.9976
2413439,102781.9946,286.65,119.9533662,,7462,2413439,102781.9946
2413495,102781.0059,286.65,119.8724297,,7463,2413495,102781.0059
2413551,102785.9985,286.65,120.2811026,,7464,2413551,102785.9985
2413607,102786.9995,286.65,120.3630351,,7465,2413607,102786.9995
2413664,102781.9946,286.65,119.9533662,,7466,2413664,102781.9946
2413720,102783.9966,286.65,120.1172357,,7467,2413720,102783.9966
2413776,102784.9976,286.65,120.1991695,,7468,2413776,102784.9976
2413832,102786.9995,286.65,120.3630351,,7469,2413832,102786.9995
2413888,102786.9995,286.65,120.3630351,,7470,2413888,102786.9995
2413945,102783.9966,286.65,120.1172357,,7471,2413945,102783.9966
2414001,102783.9966,286.65,120.1172357,,7472,2414001,102783.9966
2414057,102782.9956,286.65,120.0353013,,7473,2414057,102782.9956
2414113,102783.9966,286.65,120.1172357,,7474,2414113,102783.9966
2414169,102784.9976,286.65,120.1991695,,7475,2414169,102784.9976
2414226,102781.9946,286.65,119.9533662,,7476,2414226,102781.9946
2414282,102782.9956,286.65,120.0353013,,7477,2414282,102782.9956
2414338,102781.9946,286.65,119.9533662,,7478,2414338,102781.9946
2414394,102783.9966,286.65,120.1172357,,7479,2414394,102783.9966
2414451,102783.9966,286.65,120.1172357,,7480,2414451,102783.9966
2414507,102782.9956,286.65,120.0353013,,7481,2414507,102782.9956
2414563,102782.9956,286.65,120.0353013,,7482,2414563,102782.9956
2414619,102781.9946,286.65,119.9533662,,7483,2414619,102781.9946
2414676,102784.9976,286.65,120.1991695,,7484,2414676,102784.9976
2414732,102782.9956,286.65,120.0353013,,7485,2414732,102782.9956
2414788,102781.9946,286.65,119.9533662,,7486,2414788,102781.9946
2414844,102781.9946,286.65,119.9533662,,7487,2414844,102781.9946
2414900,102784.9976,286.65,120.1991695,,7488,2414900,102784.9976
2414956,102785.9985,286.65,120.2811026,,7489,2414956,102785.9985
2415013,102784.9976,286.65,120.1991695,,7490,2415013,102784.9976
2415069,102785.9985,286.65,120.2811026,,7491,2415069,102785.9985
2415125,102785.9985,286.65,120.2811026,,7492,2415125,102785.9985
2415181,102782.9956,286.65,120.0353013,,7493,2415181,102782.9956
2415237,102783.9966,286.65,120.1172357,,7494,2415237,102783.9966
2415294,102785.9985,286.65,120.2811026,,7495,2415294,102785.9985
2415350,102784.9976,286.6399998,120.1949761,,7496,2415350,102784.9976
2415406,102784.9976,286.65,120.1991695,,7497,2415406,102784.9976
2415462,102783.9966,286.6399998,120.1130452,,7498,2415462,102783.9966
2415519,102781.9946,286.65,119.9533662,,7499,2415519,102781.9946
2415575,102782.9956,286.65,120.0353013,,7500,2415575,102782.9956
2415631,102781.0059,286.65,119.8724297,,7501,2415631,102781.0059
2415687,102784.9976,286.65,120.1991695,,7502,2415687,102784.9976
2415743,102784.9976,286.65,120.1991695,,7503,2415743,102784.9976
2415800,102784.9976,286.65,120.1991695,,7504,2415800,102784.9976
2415856,102784.9976,286.6399998,120.1949761,,7505,2415856,102784.9976
2415912,102786.9995,286.65,120.3630351,,7506,2415912,102786.9995
2415968,102784.9976,286.6399998,120.1949761,,7507,2415968,102784.9976
2416024,102788.0005,286.65,120.4449669,,7508,2416024,102788.0005
2416081,102785.9985,286.6399998,120.2769064,,7509,2416081,102785.9985
2416137,102785.9985,286.65,120.2811026,,7510,2416137,102785.9985
2416193,102783.9966,286.6399998,120.1130452,,7511,2416193,102783.9966
2416249,102783.9966,286.65,120.1172357,,7512,2416249,102783.9966
2416305,102784.9976,286.65,120.1991695,,7513,2416305,102784.9976
2416362,102784.9976,286.65,120.1991695,,7514,2416362,102784.9976
2416418,102781.9946,286.6399998,119.9491814,,7515,2416418,102781.9946
2416474,102785.9985,286.6399998,120.2769064,,7516,2416474,102785.9985
2416530,102782.9956,286.6399998,120.0311136,,7517,2416530,102782.9956
2416587,102782.9956,286.6399998,120.0311136,,7518,2416587,102782.9956
2416643,102783.9966,286.6399998,120.1130452,,7519,2416643,102783.9966
2416699,102781.9946,286.6399998,119.9491814,,7520,2416699,102781.9946
2416755,102784.9976,286.6399998,120.1949761,,7521,2416755,102784.9976
2416811,102783.9966,286.6399998,120.1130452,,7522,2416811,102783.9966
2416868,102784.9976,286.6399998,120.1949761,,7523,2416868,102784.9976
2416924,102785.9985,286.6399998,120.2769064,,7524,2416924,102785.9985
2416980,102786.9995,286.6399998,120.3588361,,7525,2416980,102786.9995
2417036,102783.9966,286.6399998,120.1130452,,7526,2417036,102783.9966
2417092,102786.9995,286.6399998,120.3588361,,7527,2417092,102786.9995
2417149,102784.9976,286.6399998,120.1949761,,7528,2417149,102784.9976
2417205,102782.9956,286.6399998,120.0311136,,7529,2417205,102782.9956
2417261,102784.9976,286.6399998,120.1949761,,7530,2417261,102784.9976
2417317,102783.9966,286.6399998,120.1130452,,7531,2417317,102783.9966
2417373,102781.9946,286.6399998,119.9491814,,7532,2417373,102781.9946
2417430,102786.9995,286.6399998,120.3588361,,7533,2417430,102786.9995
2417486,102784.9976,286.6399998,120.1949761,,7534,2417486,102784.9976
2417542,102782.9956,286.6399998,120.0311136,,7535,2417542,102782.9956
2417598,102788.0005,286.6399998,120.440765,,7536,2417598,102788.0005
2417655,102782.9956,286.6399998,120.0311136,,7537,2417655,102782.9956
2417711,102783.9966,286.6399998,120.1130452,,7538,2417711,102783.9966
2417767,102781.9946,286.6399998,119.9491814,,7539,2417767,102781.9946
2417823,102781.9946,286.6399998,119.9491814,,7540,2417823,102781.9946
2417879,102784.9976,286.6399998,120.1949761,,7541,2417879,102784.9976
2417936,102785.9985,286.6399998,120.2769064,,7542,2417936,102785.9985
2417992,102782.9956,286.6399998,120.0311136,,7543,2417992,102782.9956
2418048,102784.9976,286.6399998,120.1949761,,7544,2418048,102784.9976
2418104,102783.9966,286.6399998,120.1130452,,7545,2418104,102783.9966
2418160,102784.9976,286.6399998,120.1949761,,7546,2418160,102784.9976
2418217,102783.9966,286.6399998,120.1130452,,7547,2418217,102783.9966
2418273,102785.9985,286.6399998,120.2769064,,7548,2418273,102785.9985
2418329,102786.9995,286.6399998,120.3588361,,7549,2418329,102786.9995
2418385,102783.9966,286.6399998,120.1130452,,7550,2418385,102783.9966
2418441,102788.0005,286.6399998,120.440765,,7551,2418441,102788.0005
2418498,102783.9966,286.6399998,120.1130452,,7552,2418498,102783.9966
